tareas_id;servicios_id
6036;1588
6038;1588
6039;1588
6040;1588
6041;1588
6042;1588
6043;1588
6045;1588
6046;1588
6047;1588
6048;1588
6049;1588
6004;1589
6005;1589
6006;1589
6012;1589
6013;1589
6015;1589
6016;1589
6017;1589
6022;1589
6024;1589
6025;1589
6029;1589
6037;1589
6039;1589
6040;1589
6041;1589
6042;1589
6043;1589
6045;1589
6047;1589
6048;1589
6050;1589
6002;1590
6003;1590
6005;1590
6006;1590
6012;1590
6013;1590
6015;1590
6016;1590
6017;1590
6018;1590
6019;1590
6020;1590
6021;1590
6022;1590
6023;1590
6024;1590
6026;1590
6028;1590
6029;1590
6034;1590
6037;1590
6039;1590
6040;1590
6041;1590
6042;1590
6043;1590
6045;1590
6046;1590
6047;1590
6048;1590
6049;1590
6001;1591
6014;1592
6033;1593
6044;1594
6016;1595
6017;1595
6018;1595
6037;1595
6038;1595
6039;1595
6046;1595
6005;1596
6006;1596
6012;1596
6013;1596
6015;1596
6016;1596
6017;1596
6022;1596
6024;1596
6025;1596
6026;1596
6029;1596
6037;1596
6039;1596
6040;1596
6041;1596
6042;1596
6043;1596
6045;1596
6047;1596
6048;1596
6003;1597
6005;1597
6006;1597
6012;1597
6013;1597
6015;1597
6016;1597
6017;1597
6018;1597
6021;1597
6022;1597
6023;1597
6024;1597
6026;1597
6028;1597
6029;1597
6034;1597
6037;1597
6039;1597
6040;1597
6041;1597
6042;1597
6043;1597
6045;1597
6046;1597
6047;1597
6048;1597
6049;1597
6004;1598
6005;1598
6006;1598
6012;1598
6013;1598
6015;1598
6016;1598
6017;1598
6022;1598
6024;1598
6025;1598
6029;1598
6037;1598
6039;1598
6040;1598
6041;1598
6042;1598
6043;1598
6045;1598
6047;1598
6048;1598
6050;1598
6003;1599
6005;1599
6006;1599
6007;1599
6009;1599
6012;1599
6013;1599
6015;1599
6016;1599
6017;1599
6018;1599
6019;1599
6020;1599
6021;1599
6022;1599
6023;1599
6024;1599
6026;1599
6029;1599
6031;1599
6032;1599
6034;1599
6036;1599
6038;1599
6039;1599
6040;1599
6041;1599
6042;1599
6043;1599
6045;1599
6046;1599
6047;1599
6048;1599
6049;1599
6005;1600
6006;1600
6012;1600
6013;1600
6015;1600
6016;1600
6017;1600
6022;1600
6024;1600
6025;1600
6026;1600
6029;1600
6037;1600
6039;1600
6040;1600
6041;1600
6042;1600
6043;1600
6045;1600
6047;1600
6048;1600
6003;1601
6004;1601
6005;1601
6006;1601
6012;1601
6013;1601
6015;1601
6016;1601
6017;1601
6018;1601
6021;1601
6022;1601
6023;1601
6024;1601
6028;1601
6029;1601
6034;1601
6037;1601
6039;1601
6040;1601
6041;1601
6042;1601
6043;1601
6045;1601
6046;1601
6047;1601
6048;1601
6049;1601
6050;1601
6005;1602
6006;1602
6012;1602
6013;1602
6015;1602
6016;1602
6017;1602
6022;1602
6024;1602
6025;1602
6026;1602
6029;1602
6037;1602
6039;1602
6040;1602
6041;1602
6042;1602
6043;1602
6045;1602
6047;1602
6048;1602
6003;1603
6005;1603
6006;1603
6007;1603
6008;1603
6009;1603
6011;1603
6012;1603
6013;1603
6015;1603
6016;1603
6017;1603
6018;1603
6019;1603
6020;1603
6021;1603
6022;1603
6023;1603
6024;1603
6026;1603
6031;1603
6034;1603
6036;1603
6038;1603
6039;1603
6040;1603
6041;1603
6042;1603
6043;1603
6045;1603
6046;1603
6047;1603
6048;1603
6049;1603
6004;1604
6005;1604
6006;1604
6012;1604
6013;1604
6015;1604
6016;1604
6017;1604
6022;1604
6024;1604
6025;1604
6029;1604
6037;1604
6039;1604
6040;1604
6041;1604
6042;1604
6043;1604
6045;1604
6047;1604
6048;1604
6050;1604
6002;1605
6003;1605
6005;1605
6006;1605
6012;1605
6013;1605
6015;1605
6016;1605
6017;1605
6018;1605
6019;1605
6020;1605
6021;1605
6022;1605
6023;1605
6024;1605
6026;1605
6028;1605
6029;1605
6034;1605
6037;1605
6039;1605
6040;1605
6041;1605
6042;1605
6043;1605
6045;1605
6046;1605
6047;1605
6048;1605
6049;1605
6001;1606
6014;1607
6033;1608
6044;1609
6016;1610
6017;1610
6018;1610
6037;1610
6038;1610
6039;1610
6046;1610
6006;1611
6013;1611
6016;1611
6017;1611
6025;1611
6037;1611
6039;1611
6040;1611
6041;1611
6042;1611
6043;1611
6045;1611
6050;1611
6003;1612
6006;1612
6013;1612
6015;1612
6016;1612
6017;1612
6018;1612
6021;1612
6024;1612
6026;1612
6034;1612
6037;1612
6039;1612
6040;1612
6041;1612
6042;1612
6043;1612
6045;1612
6046;1612
6047;1612
6049;1612
6050;1612
6006;1613
6013;1613
6016;1613
6017;1613
6025;1613
6037;1613
6039;1613
6040;1613
6041;1613
6042;1613
6043;1613
6045;1613
6050;1613
6003;1614
6004;1614
6006;1614
6009;1614
6013;1614
6015;1614
6016;1614
6017;1614
6018;1614
6019;1614
6020;1614
6021;1614
6024;1614
6027;1614
6031;1614
6032;1614
6034;1614
6038;1614
6039;1614
6040;1614
6041;1614
6042;1614
6043;1614
6045;1614
6046;1614
6047;1614
6049;1614
6050;1614
6006;1615
6013;1615
6016;1615
6017;1615
6025;1615
6037;1615
6039;1615
6040;1615
6041;1615
6042;1615
6043;1615
6045;1615
6050;1615
6003;1616
6006;1616
6013;1616
6015;1616
6016;1616
6017;1616
6018;1616
6021;1616
6024;1616
6026;1616
6034;1616
6037;1616
6039;1616
6040;1616
6041;1616
6042;1616
6043;1616
6045;1616
6046;1616
6047;1616
6049;1616
6050;1616
6006;1617
6013;1617
6016;1617
6017;1617
6025;1617
6037;1617
6039;1617
6040;1617
6041;1617
6042;1617
6043;1617
6045;1617
6050;1617
6003;1618
6004;1618
6006;1618
6009;1618
6013;1618
6015;1618
6016;1618
6017;1618
6018;1618
6019;1618
6020;1618
6021;1618
6024;1618
6027;1618
6031;1618
6032;1618
6034;1618
6038;1618
6039;1618
6040;1618
6041;1618
6042;1618
6043;1618
6045;1618
6046;1618
6047;1618
6049;1618
6050;1618
6006;1619
6013;1619
6016;1619
6017;1619
6025;1619
6037;1619
6039;1619
6040;1619
6041;1619
6042;1619
6043;1619
6045;1619
6050;1619
6002;1620
6003;1620
6006;1620
6013;1620
6015;1620
6016;1620
6017;1620
6018;1620
6019;1620
6020;1620
6021;1620
6024;1620
6026;1620
6034;1620
6037;1620
6039;1620
6040;1620
6041;1620
6042;1620
6043;1620
6045;1620
6046;1620
6047;1620
6049;1620
6050;1620
6001;1621
6014;1622
6033;1623
6044;1624
6016;1625
6017;1625
6018;1625
6037;1625
6038;1625
6039;1625
6046;1625
6006;1626
6013;1626
6016;1626
6017;1626
6025;1626
6037;1626
6039;1626
6040;1626
6041;1626
6042;1626
6043;1626
6045;1626
6050;1626
6003;1627
6006;1627
6013;1627
6015;1627
6016;1627
6017;1627
6018;1627
6021;1627
6024;1627
6026;1627
6034;1627
6037;1627
6039;1627
6040;1627
6041;1627
6042;1627
6043;1627
6045;1627
6046;1627
6047;1627
6049;1627
6050;1627
6006;1628
6013;1628
6016;1628
6017;1628
6025;1628
6037;1628
6039;1628
6040;1628
6041;1628
6042;1628
6043;1628
6045;1628
6050;1628
6003;1629
6004;1629
6006;1629
6009;1629
6013;1629
6015;1629
6016;1629
6017;1629
6018;1629
6019;1629
6020;1629
6021;1629
6024;1629
6027;1629
6031;1629
6032;1629
6034;1629
6038;1629
6039;1629
6040;1629
6041;1629
6042;1629
6043;1629
6045;1629
6046;1629
6047;1629
6049;1629
6050;1629
6006;1630
6013;1630
6016;1630
6017;1630
6025;1630
6037;1630
6039;1630
6040;1630
6041;1630
6042;1630
6043;1630
6045;1630
6050;1630
6003;1631
6006;1631
6013;1631
6015;1631
6016;1631
6017;1631
6018;1631
6021;1631
6024;1631
6026;1631
6034;1631
6037;1631
6039;1631
6040;1631
6041;1631
6042;1631
6043;1631
6045;1631
6046;1631
6047;1631
6049;1631
6050;1631
6006;1632
6013;1632
6016;1632
6017;1632
6025;1632
6037;1632
6039;1632
6040;1632
6041;1632
6042;1632
6043;1632
6045;1632
6050;1632
6003;1633
6004;1633
6006;1633
6009;1633
6013;1633
6015;1633
6016;1633
6017;1633
6018;1633
6019;1633
6020;1633
6021;1633
6024;1633
6027;1633
6031;1633
6032;1633
6034;1633
6038;1633
6039;1633
6040;1633
6041;1633
6042;1633
6043;1633
6045;1633
6046;1633
6047;1633
6049;1633
6050;1633
6006;1634
6013;1634
6016;1634
6017;1634
6025;1634
6037;1634
6039;1634
6040;1634
6041;1634
6042;1634
6043;1634
6045;1634
6050;1634
6002;1635
6003;1635
6006;1635
6013;1635
6015;1635
6016;1635
6017;1635
6018;1635
6019;1635
6020;1635
6021;1635
6024;1635
6026;1635
6034;1635
6037;1635
6039;1635
6040;1635
6041;1635
6042;1635
6043;1635
6045;1635
6046;1635
6047;1635
6049;1635
6050;1635
6001;1636
6014;1637
6033;1638
6044;1639
6016;1640
6017;1640
6018;1640
6037;1640
6038;1640
6039;1640
6046;1640
6006;1641
6013;1641
6016;1641
6017;1641
6025;1641
6037;1641
6039;1641
6040;1641
6041;1641
6042;1641
6043;1641
6045;1641
6050;1641
6003;1642
6006;1642
6013;1642
6015;1642
6016;1642
6017;1642
6018;1642
6021;1642
6024;1642
6026;1642
6034;1642
6037;1642
6039;1642
6040;1642
6041;1642
6042;1642
6043;1642
6045;1642
6046;1642
6047;1642
6049;1642
6050;1642
6006;1643
6013;1643
6016;1643
6017;1643
6025;1643
6037;1643
6039;1643
6040;1643
6041;1643
6042;1643
6043;1643
6045;1643
6050;1643
6003;1644
6004;1644
6006;1644
6009;1644
6013;1644
6015;1644
6016;1644
6017;1644
6018;1644
6019;1644
6020;1644
6021;1644
6024;1644
6027;1644
6031;1644
6032;1644
6034;1644
6038;1644
6039;1644
6040;1644
6041;1644
6042;1644
6043;1644
6045;1644
6046;1644
6047;1644
6049;1644
6050;1644
6006;1645
6013;1645
6016;1645
6017;1645
6025;1645
6037;1645
6039;1645
6040;1645
6041;1645
6042;1645
6043;1645
6045;1645
6050;1645
6003;1646
6006;1646
6013;1646
6015;1646
6016;1646
6017;1646
6018;1646
6021;1646
6024;1646
6026;1646
6034;1646
6037;1646
6039;1646
6040;1646
6041;1646
6042;1646
6043;1646
6045;1646
6046;1646
6047;1646
6049;1646
6050;1646
6006;1647
6013;1647
6016;1647
6017;1647
6025;1647
6037;1647
6039;1647
6040;1647
6041;1647
6042;1647
6043;1647
6045;1647
6050;1647
6003;1648
6004;1648
6006;1648
6009;1648
6013;1648
6015;1648
6016;1648
6017;1648
6018;1648
6019;1648
6020;1648
6021;1648
6024;1648
6027;1648
6031;1648
6032;1648
6034;1648
6038;1648
6039;1648
6040;1648
6041;1648
6042;1648
6043;1648
6045;1648
6046;1648
6047;1648
6049;1648
6050;1648
6006;1649
6013;1649
6016;1649
6017;1649
6025;1649
6037;1649
6039;1649
6040;1649
6041;1649
6042;1649
6043;1649
6045;1649
6050;1649
6002;1650
6003;1650
6006;1650
6013;1650
6015;1650
6016;1650
6017;1650
6018;1650
6019;1650
6020;1650
6021;1650
6024;1650
6026;1650
6034;1650
6037;1650
6039;1650
6040;1650
6041;1650
6042;1650
6043;1650
6045;1650
6046;1650
6047;1650
6049;1650
6050;1650
6001;1651
6014;1652
6033;1653
6044;1654
